chr21	35705626	35706315	Peak_6660	225	.	7.83838	22.58481	19.37321	421
chr21	36060283	36061008	Peak_6714	224	.	6.34654	22.48060	19.27407	409
chr21	33402967	33404765	Peak_6938	221	.	8.61373	22.14852	18.96028	976
chr21	29002484	29003273	Peak_6950	221	.	5.71833	22.12847	18.94116	479
chr21	41316071	41318014	Peak_7031	218	.	7.73447	21.84832	18.66959	1142
chr21	32726678	32728646	Peak_7074	217	.	6.56399	21.78461	18.60972	1085
chr21	37073278	37074479	Peak_7114	216	.	6.34901	21.61704	18.44650	219
chr21	44338359	44338812	Peak_7144	215	.	7.61443	21.57915	18.41146	208
chr21	29181654	29182528	Peak_7196	214	.	7.36226	21.48970	18.32605	510
chr21	38906666	38907271	Peak_7234	214	.	6.77516	21.44957	18.28934	357
chr21	42955011	42955790	Peak_7275	214	.	6.43590	21.42705	18.27030	600
chr21	34525814	34526933	Peak_7432	210	.	6.46422	21.06532	17.92195	841
chr21	25997569	25998144	Peak_7521	208	.	7.50699	20.84643	17.71022	391
chr21	32410817	32413636	Peak_7570	207	.	6.05135	20.74394	17.61172	1449
chr21	41491743	41492395	Peak_7585	207	.	6.66897	20.71913	17.58825	195
chr21	38804892	38806710	Peak_7766	204	.	6.58331	20.49649	17.37945	577
chr21	41485748	41486077	Peak_7805	204	.	6.75231	20.47880	17.36449	179
chr21	45330302	45331613	Peak_7911	202	.	7.91663	20.22855	17.12245	494
chr21	33324176	33324828	Peak_7934	201	.	6.29847	20.17451	17.07081	398
chr21	44299243	44300860	Peak_7957	200	.	7.38133	20.08238	16.98090	933
chr21	37564032	37564999	Peak_8075	198	.	5.75458	19.84558	16.75314	160
chr21	33947931	33949025	Peak_8303	195	.	6.56474	19.55755	16.48138	177
chr21	39445288	39446158	Peak_8467	192	.	5.11554	19.24757	16.18440	700
chr21	43343342	43345280	Peak_8481	192	.	6.99022	19.20853	16.14629	412
chr21	34594786	34596170	Peak_8494	191	.	7.65274	19.19553	16.13392	1070
chr21	14382661	14383173	Peak_8559	190	.	5.76846	19.08512	16.02798	360
chr21	36453822	36454435	Peak_8617	189	.	7.78014	18.95806	15.90445	431
chr21	29072985	29073627	Peak_8706	188	.	5.95321	18.80097	15.75413	447
chr21	45405184	45407258	Peak_8713	188	.	7.45948	18.80095	15.75413	978
chr21	45327674	45329746	Peak_8773	187	.	6.59695	18.74642	15.70353	1957
chr21	33480120	33480596	Peak_8777	187	.	6.24028	18.73120	15.68882	295
chr21	36430574	36431538	Peak_8801	186	.	7.18315	18.69817	15.65724	419
chr21	29077047	29077921	Peak_8881	186	.	6.94257	18.63875	15.60271	290
chr21	33641399	33641741	Peak_9185	181	.	5.57058	18.10544	15.09115	194
chr21	36319764	36320058	Peak_9186	181	.	5.57058	18.10544	15.09115	172
chr21	34073584	34074192	Peak_9223	180	.	7.08579	18.02282	15.01135	169
chr21	41499922	41501526	Peak_9539	176	.	6.71861	17.68543	14.69252	892
chr21	41420001	41420915	Peak_9560	176	.	6.52086	17.68216	14.69027	314
chr21	25370429	25370936	Peak_9622	176	.	7.85403	17.62404	14.63666	313
chr21	36429435	36430072	Peak_9654	175	.	5.37930	17.53394	14.54821	439
chr21	31888890	31889470	Peak_9683	174	.	7.05038	17.48487	14.50145	193
chr21	26061497	26062274	Peak_9757	173	.	7.45779	17.35927	14.38083	468
chr21	36155864	36156352	Peak_9836	172	.	5.04387	17.21112	14.23786	312
chr21	41767932	41769610	Peak_9969	170	.	5.75389	17.04292	14.07701	340
chr21	41777027	41777824	Peak_10100	168	.	7.20707	16.87201	13.91441	370
chr21	41761216	41762619	Peak_10360	166	.	5.75915	16.65772	13.71281	374
chr21	37153957	37154724	Peak_10593	163	.	7.66371	16.31445	13.38391	545
chr21	17610641	17612413	Peak_10645	162	.	5.91053	16.23322	13.30501	908
chr21	34072647	34073471	Peak_10765	160	.	5.84297	16.06765	13.14761	643
chr21	36260292	36260679	Peak_10826	159	.	5.81449	15.99751	13.08042	185
chr21	34591402	34594415	Peak_11267	155	.	5.64926	15.58665	12.69103	805
chr21	41715601	41716463	Peak_11308	155	.	7.22570	15.52074	12.62724	520
chr21	39349460	39350097	Peak_11341	155	.	5.32446	15.50233	12.60973	197
chr21	33588321	33589476	Peak_11393	154	.	5.58751	15.43132	12.54216	725
chr21	31659691	31660311	Peak_11472	153	.	4.89604	15.34128	12.45577	167
chr21	45421452	45422437	Peak_11503	153	.	7.36025	15.30536	12.42232	360
chr21	26059989	26061355	Peak_11523	152	.	7.09062	15.27220	12.39033	876
chr21	31895636	31897083	Peak_11633	151	.	6.35278	15.14741	12.27059	528
chr21	9728359	9728797	Peak_11706	151	.	6.76642	15.10797	12.23478	272
chr21	39666615	39667308	Peak_11821	150	.	6.49328	15.00663	12.13704	487
chr21	33266384	33267024	Peak_11954	149	.	6.04675	14.91213	12.04863	209
chr21	41673444	41674426	Peak_12106	147	.	5.80866	14.78327	11.92664	487
chr21	17819132	17819987	Peak_12240	146	.	5.01597	14.64792	11.79741	717
chr21	39182989	39184535	Peak_12349	145	.	4.26701	14.53213	11.68707	669
chr21	34888950	34890138	Peak_12521	143	.	5.29160	14.30332	11.46683	241
chr21	36989583	36990614	Peak_12566	142	.	5.13822	14.26984	11.43597	526
chr21	38766786	38767318	Peak_12574	142	.	6.33330	14.26044	11.42692	327
chr21	32612132	32613006	Peak_12804	140	.	4.93326	14.06684	11.24322	584
chr21	41926307	41927085	Peak_13092	139	.	5.00177	13.90547	11.09196	273
chr21	32393128	32393773	Peak_13112	138	.	5.12707	13.88137	11.06921	162
chr21	17612516	17613427	Peak_13187	137	.	5.22703	13.77375	10.96570	259
chr21	39380407	39381488	Peak_13412	135	.	5.60530	13.53941	10.74176	246
chr21	28884831	28885399	Peak_13446	135	.	4.41339	13.50528	10.70904	365
chr21	31731187	31732048	Peak_13447	135	.	4.41339	13.50528	10.70904	671
chr21	41490271	41491087	Peak_13646	133	.	5.35423	13.34516	10.55701	649
chr21	15139369	15140674	Peak_13665	133	.	5.68711	13.33115	10.54454	1023
chr21	38919161	38919870	Peak_13798	132	.	5.46911	13.23455	10.45232	251
chr21	34523804	34524467	Peak_13848	131	.	6.21317	13.19409	10.41499	496
chr21	26845615	26846755	Peak_13874	131	.	5.60973	13.16417	10.38561	204
chr21	43342589	43343187	Peak_13922	131	.	5.59884	13.14059	10.36311	417
chr21	45377877	45379056	Peak_14001	131	.	6.86940	13.11974	10.34554	660
chr21	26124415	26125237	Peak_14150	130	.	5.91614	13.01863	10.24853	429
chr21	39611273	39612059	Peak_14209	129	.	6.79791	12.99688	10.22935	271
chr21	38912573	38913449	Peak_14430	128	.	4.98196	12.80513	10.04564	448
chr21	34589358	34590373	Peak_14475	127	.	5.99748	12.77947	10.02265	184
chr21	36917390	36917943	Peak_14635	126	.	5.06423	12.65637	9.90443	327
chr21	31889554	31889903	Peak_14880	124	.	6.02360	12.42977	9.68979	143
chr21	45324439	45326163	Peak_14886	124	.	6.23570	12.41942	9.67970	441
chr21	41496935	41499754	Peak_14947	123	.	5.25876	12.39142	9.65326	2106
chr21	31732272	31733462	Peak_15039	123	.	4.92032	12.30655	9.57352	142
chr21	17461930	17463071	Peak_15217	121	.	4.73850	12.18824	9.46097	454
chr21	41680732	41681394	Peak_15218	121	.	4.73850	12.18824	9.46097	227
chr21	15122312	15122923	Peak_15302	121	.	5.31304	12.14610	9.42259	200
chr21	22062200	22062959	Peak_15336	121	.	5.65891	12.11491	9.39220	612
chr21	28256191	28257654	Peak_15337	121	.	5.65891	12.11491	9.39220	571
chr21	34795408	34796318	Peak_15338	121	.	5.65891	12.11491	9.39220	323
chr21	28255108	28256016	Peak_15480	120	.	6.04204	12.06633	9.34736	705
chr21	36202150	36203606	Peak_15632	119	.	6.20550	11.96286	9.24959	628
chr21	36977514	36977991	Peak_15717	118	.	5.94353	11.88502	9.17472	251
chr21	32569208	32569909	Peak_16012	116	.	5.10735	11.69582	8.99555	153
chr21	35256265	35257124	Peak_16039	116	.	4.21603	11.68662	8.98723	699
chr21	15141301	15141890	Peak_16054	116	.	5.63176	11.68075	8.98194	265
chr21	34887965	34888424	Peak_16066	116	.	4.66269	11.66601	8.96763	350
chr21	37338906	37339394	Peak_16114	116	.	6.01490	11.62322	8.92686	287
chr21	29218941	29219714	Peak_16288	115	.	5.54164	11.50528	8.81519	325
chr21	36156777	36157270	Peak_16317	114	.	4.24682	11.48049	8.79112	156
chr21	46228378	46228946	Peak_16420	114	.	4.56927	11.42897	8.74297	190
chr21	43727296	43728494	Peak_16517	113	.	5.66775	11.37091	8.68918	142
chr21	28392905	28393874	Peak_16596	113	.	5.26764	11.32349	8.64265	814
chr21	32457193	32457593	Peak_16814	112	.	5.40169	11.23025	8.55613	206
chr21	39386077	39386526	Peak_16815	112	.	5.40169	11.23025	8.55613	276
chr21	39387405	39387729	Peak_16816	112	.	5.40169	11.23025	8.55613	181
chr21	33229969	33230887	Peak_17081	110	.	4.68910	11.07729	8.41020	246
chr21	44817818	44818175	Peak_17120	110	.	4.31661	11.07617	8.41020	174
chr21	43866407	43867426	Peak_17219	110	.	5.28779	11.00401	8.34238	321
